1028:95175,121186,119410,103683,98288,80239,74027,70864,65457,42241
1044:95237,69283,122994,112784,74586,74072,73075,69383,64378,37745
1045:57185,104875,86729,62704,54418,10,123200,121531,120938,119827
1049:119955,116211,113729,111787,110300,107337,104931,104523,104010,102176
1068:68,98,80,122517,116181,113733,113328,113325,107956,105183
1069:10,18,106599,87421,7,11,106464,103769,101501,101412
1070:65615,10,18,17,59195,11,7,109378,82467,81833
1082:10,18,11,7,81954,65615,35,14,123174,123089
1083:66030,1034,23909,12313,35,19,18,17,7,10
1088:122204,121723,107418,93324,85904,83184,79672,79108,78985,78364
1094:95175,80239,98288,74027,70864,10,18,121186,119410,103683
1116:122697,123200,121531,119827,118457,117158,116895,115740,115629,109091
1121:120269,79913,78288,123115,123050,122637,122614,122490,122111,121997
1125:55274,106258,118269,115953,65739,64986,64861,118397,117870,109469
1127:115993,112734,91655,79516,69829,58600,35269,52746,30967,15000
1132:52341,30528,10,123334,123204,123200,122926,122868,122773,122515
1133:35,19,18,116858,7,109853,94459,89851,85840,68357
1140:108980,78743,78133,66880,10,122002,112905,110636,92740,81596
1141:121647,121001,117967,117058,116886,113748,112280,111471,107561,106950
1148:98,68,129,78,137,45,370,27,206,123139
1153:18,17,10,105982,105855,98402,89948,83090,80278,74954
1163:118042,103105,100020,94389,93870,90733,86017,85958,84466,76693
1166:116243,112943,97762,92982,123200,121531,119827,118457,116895,115740
1172:10,106037,18,17,11,110837,101071,98277,91366,90990
1192:18209,102977,116987,109006,101781,99886,99023,87291,86979,86449
1204:35320,122764,122315,121519,121493,121286,120745,120107,119697,119139
1208:123064,122868,122217,121546,119267,117247,117234,116200,116136,115360
1209:111167,97097,95360,82898,69198,65974,62285,102614,100027,79788
1234:129,35,19,78,45,113092,108641,89557,84444,75827
1236:123200,121531,119827,118457,116895,115740,115629,109091,105916,105869
1245:99172,122805,121513,121443,121342,118257,117771,117145,116663,115408
1263:10,18,17,7,11,3,14,121286,118522,115124
1267:1567,19300,22723,2200,6485,3426,29552,490,1614,2868
1269:72914,62668,35993,31251,26923,123160,88953,87582,80248,77740
1288:74535,109653,105279,97859,95607,87616,57908,1017,67016,51853
1295:10,18,11,3,7,15,14,113190,98248,78112
1296:118660,106236,102342,100762,92044,77604,59499,59095,121136,108966
1302:64209,56605,122598,122432,121983,121358,121021,120233,120004,119768
1305:109607,105763,105605,97255,93825,71772,114000,89264,87017,69384
1342:122600,121874,121230,120705,120421,119728,118798,118488,118028,117892
1382:108618,101770,86078,63733,122829,122630,122595,121088,120694,119749
1389:75115,71576,71313,61636,10,11,18,17,3,14
1391:26376,117094,109524,104871,95165,89015,84296,83583,71234,70612
1397:121755,118588,118450,117316,112911,112057,110652,109976,108007,102441
1402:122019,101297,92517,84823,76509,76207,74538,69273,69231,63186
1405:106442,197,98,68,154,33,4994,840,244,157
1407:69841,103501,90346,51254,8144,31815,24542,21143,1324,121692
1408:120269,90261,79913,78288,123115,123050,122637,122614,122490,122111
1409:97938,70019,121286,115124,115106,107720,100531,98986,92761,80239
1412:102046,2013,121047,120784,120371,120011,117997,117340,116944,115278
1413:70019,121286,115124,115106,107720,98986,97938,92761,77419,70359
1418:103247,81008,57074,121172,118397,118269,117870,116497,115953,114230
1419:72914,62668,35993,31251,26923,7880,44302,122954,95967,83888
1420:84276,80072,76606,76063,25491,113584,113567,110289,108853,107891
1427:10,17,18,107648,7,11,35,19,122356,116892
1430:85708,79080,63341,17443,49420,24893,108339,102721,88585,71629
1431:70019,121286,115124,115106,107720,98986,97938,92761,77419,70359
1435:56656,79409,57569,107482,92263,87525,70019,10,18,121286
1437:123024,122896,122580,122416,121885,121752,121543,120926,120753,120565
1441:111336,104761,99349,80319,114755,89122,82748,57913,52711,52696
1447:102652,57944,116895,114433,101442,93250,87525,81019,115740,98288
1448:118605,100488,88402,77410,68952,46690,105026,104515,103540,94848
1457:108073,93328,115754,109962,77843,77258,120013,114054,112762,109952
1458:10,17,18,11,7,3,14,15,123185,120107
1469:10,18,79409,7,11,3,116654,116650,109082,101885
1477:100026,98594,92406,84764,69884,61157,60761,59653,80897,52012
1486:43358,57984,39207,244,9,35,19,123146,121432,119735
1490:116801,81562,78823,70683,67166,123256,122230,122003,121452,121298
1491:115754,109962,108073,93328,77258,68635,45997,45696,91326,76293
1500:10,18,7,3,14,75650,35,19,68,111944
1503:61270,84933,121640,121039,80239,70019,10,18,3,7
1517:111233,95331,80218,27097,68,67,98,1956,839,244
1518:59816,100326,83571,67160,123200,121531,119827,118457,116895,115740
1535:13739,568,6673,7194,3841,4724,3476,24676,2094,59722
1551:121286,70019,115124,115106,107720,98986,97938,92761,80239,77419
1552:89980,29723,19245,10906,13992,68,15294,80,67,98
1553:91311,88797,77191,70685,66433,1953,122768,117146,116987,114919
1559:86790,82848,119039,117297,116967,116827,112356,110376,107275,106640
1560:92565,10,70686,17,53560,11,7,103833,81867,3
1561:4174,902,19984,8868,2816,9617,2588,11720,97,6809
1562:88367,105409,74973,68505,65521,56787,109161,119234,117794,117196
1569:120356,115445,113522,113491,112060,105018,94570,94030,93829,88701
1570:94184,78319,69908,59291,123322,122171,118809,117833,117348,115956
1588:97112,91208,80185,123015,119473,118617,115909,102005,90120,50311
1589:56941,122262,120290,112833,110602,109253,106654,104155,102236,102024
1591:35798,378,137,98,68,78,149,515,350,517
1601:94500,80074,123204,123170,123133,122956,122820,122416,122253,120565
1602:23156,10,107482,70574,18,17,68072,116595,114180,113141
1629:107125,99236,122829,122630,122595,121013,120694,117736,117607,112485
1634:121578,114526,113297,103647,100188,80190,79654,77141,66578,57108
1642:112713,108585,107265,102439,93956,93340,79409,77843,70945,122773
1653:112107,122599,122361,122019,121607,121112,120843,120671,118936,117867
1654:79942,10,18,78112,7,11,123161,102193,97081,94672
1655:104261,84891,80239,10,18,3,121889,121186,119410,103683
1668:10,18,7,11,3,14,119530,85675,80094,64090
1681:120723,116920,101663,79335,79281,70686,122455,118095,116620,105030
1703:70019,92677,92568,77419,98909,87983,77646,77604,71900,58110
1721:51214,34700,111524,107085,90779,87515,84774,81134,74947,74425
1727:122302,121176,119449,118503,118443,116907,113943,111768,110799,106348
1728:118337,116534,108289,103929,102712,95855,92215,89474,85071,80443
1745:117945,110033,108239,107482,106599,94008,93407,92263,76606,75934
1746:119848,119318,118874,117710,116322,114941,114557,113938,112630,110987
1751:115885,119755,114843,105268,104727,93341,92707,91127,88342,72190
1756:803,9077,690,1102,1403,4174,7700,13273,61,12601
1758:89424,122829,122630,122595,120694,117607,112485,110083,109617,108680
1761:94836,93236,71311,123294,111867,93315,87838,70866,66480,19433
1767:97010,70019,58529,18,10,121286,117656,117559,115557,115124
1779:1674,244,9,45,338,299,154,228,98,4
1780:120791,104391,88524,68717,32351,10246,3529,3037,35,19
1783:121196,113088,75746,79360,115323,89036,79040,75277,73060,65035
1787:80619,98288,95175,86031,80239,122810,87059,73526,10,18
1788:119844,117904,100455,97311,81916,68,98,107561,99822,90488
1794:58638,118564,114702,99033,91784,90237,59957,121555,120929,119850
1796:92279,120658,116008,108604,108039,106688,100855,98267,97674,75905
1803:118660,106236,102342,100762,92044,77604,59499,59095,34366,18578
1820:123200,121531,119827,118457,116895,115740,115629,109091,105916,105869
1821:116595,62117,119373,113447,95028,71168,71043,59709,57893,46773
1822:116478,102077,95074,91991,85331,65364,120951,116987,116615,114919
1823:17,10,18,121286,115124,115106,107720,98986,97938,92761
1840:10,18,120645,113070,95175,81733,80239,79942,65615,56941
1841:78239,75697,40015,113883,112904,95304,85234,83191,73767,67330
1842:65615,13458,4174,58,10,123327,122826,122802,122248,121732
1850:122409,118251,111535,106047,102371,102099,99388,68667,66976,66338
1853:63472,110239,74469,68137,66464,59998,58668,57967,97993,72504
1854:10,18,17,7,11,121286,97938,79409,3,14
1862:80573,120262,118638,114190,109328,107101,102618,98742,94752,94087
1880:68261,62656,60986,14912,56229,51661,40326,28231,25053,19118
1883:120233,64209,60746,56605,10,120878,108277,80079,78114,64986
1890:104602,66337,58102,120269,113573,108614,106480,105379,105305,103821
1891:121995,120646,120051,119411,118406,116702,115499,113577,113367,112361
1893:10,18,11,7,122089,71629,3,14,84836,73194
1894:35,19,18,7,10,66608,59563,11,43222,3
1911:29727,102655,129,123306,122323,122064,122009,121609,121601,121430
1912:118660,106236,102342,100762,92044,77604,59499,59095,34366,120784
1913:118288,116063,111440,100800,85479,81005,73833,71766,61268,53552
1930:105511,18269,101857,96813,70997,66903,59114,59104,45891,120040
1932:113158,94366,89579,80939,3529,3037,58808,17816,35,19
1950:10,18,7,11,3,14,112888,35,19,100468
1951:117484,115025,91621,65588,63173,60195,43119,42869,41525,36996
1952:120784,120011,115278,112047,97995,92699,86031,82026,81833,74129
2005:10,18,7,11,3,118825,98288,92982,79029,14
2017:73601,26739,18944,122597,121475,118503,118188,116986,115662,114672
2025:111627,111350,96383,92686,90630,77172,72934,61580,60222,923
2030:61803,117847,109766,94553,89244,85338,83375,82302,78281,60699
2034:119487,116326,104789,101728,88128,84200,75592,75097,58219,57937
2038:123030,118803,118740,116994,116570,116514,115612,115185,108488,106868
2046:91537,643,122632,122357,115500,109563,99067,98291,95468,93247
2058:121818,12597,48197,88234,17944,106372,102397,92462,65161,35
2068:109067,80313,91429,103407,97762,78353,70646,73554,85776,111185
2070:2338,2537,568,1920,15,944,4174,9077,690,13681
2071:18,10,7,35,19,11,93507,73076,14,109558
2072:18109,98288,95175,119827,88110,82542,111380,109091,106010,104070
2074:88579,121037,120213,119389,118654,116387,116141,114345,112913,112504
2075:56192,62404,75650,111944,79530,73493,71405,64660,62201,41118
2076:35,19,18,17,7,10,11,3,14,4
2077:114204,86646,70670,64562,56870,10,18,17,7,11
2080:120938,118092,115645,114721,113263,112063,111017,110757,110102,107116
2085:121725,79463,24958,31517,3570,9755,72358,121386,114619,114617
2097:88499,92699,18,73575,10,35,19,105015,90093,70006
2112:110250,110844,81258,78781,67480,60765,35,19,48465,38803
2115:109067,94144,80313,73554,35,18,17,120951,117736,116615
2116:72184,121101,119717,115877,114228,112634,111457,109530,105801,104456
2123:98288,123200,121531,119827,118457,116895,115740,115629,109091,105916
2135:123237,120120,117382,107278,105783,98772,92318,90512,89027,86379
2141:34319,68,77063,65080,98,226,129,35,19,137
2147:3250,16911,24718,3448,3791,398,13636,40393,7682,10007
2154:129,84444,75827,57750,121039,87076,70896,65027,56926,78
2160:65615,4174,121098,105059,96005,74334,57375,118882,115509,77843
2162:78263,110552,96039,60513,122624,121599,119748,118582,118525,114009
2170:64209,10,18,17,122598,122432,121983,121358,120233,120004
2177:97194,72564,57637,34528,14500,46328,27726,121459,120258,99239
2184:70019,120658,114228,106688,99485,96056,92270,90764,78031,76509
2185:104803,99984,94373,70543,121021,120754,120142,119777,118173,116402
2187:840,157,197,1391,765,1290,1807,1636,2055,465
2211:117339,113675,90927,78675,76028,71602,122213,120562,120315,119864
2223:121676,121289,116647,113413,108376,102724,101089,100953,98361,97409
2243:174,160,76092,121013,117736,111831,111167,106453,105245,105232
2244:76088,64982,79871,57346,122958,121500,121449,120640,119738,119126
2247:75427,27293,12575,118825,117276,114822,110988,108406,105634,96123
2250:49715,71709,129,78,45,98,57,27,72,24
2253:68,98,226,110596,122375,121420,112057,110652,107561,101422
2260:23423,129,78,45,98,57,27,72,24,44
2261:10,18,75986,70945,7,100417,100231,86937,78281,77217
2262:123233,122998,122001,120852,120710,120127,119464,117690,111092,107654
2290:18,10,7,35,19,14,15,70019,121286,115124
2291:17,10,18,104456,71879,61009,7,11,3,14
2293:109045,107736,102417,100326,68348,122372,110520,106480,104602,103107
2301:103145,102372,94902,89016,88665,83529,75910,72899,72427,70938
2302:39395,16229,15642,10,11,18,17,3,14,7
2304:117802,114215,81191,77892,66245,65610,64022,61648,48465,42410
2318:23243,1217,12612,3476,116,3234,8276,353,19963,1548
2325:111422,102393,46216,123115,123088,123050,122768,122637,122614,122490
2335:106372,102397,92462,80527,122002,121857,121366,121216,120468,120294
2343:55516,106917,73935,68,80,98,35,19,18,17
2346:121891,118335,115521,115464,112944,112893,112666,112242,111751,110661
2347:122349,120971,120912,115935,115352,114853,114024,113089,112716,111504
2348:121286,115124,115106,107720,98986,97938,92761,77419,70359,70152
2362:68,67,98,129,225,316,24,156,274,169
2363:119488,94024,81627,76169,74127,60280,58991,27917,8671,8276
2364:101396,71109,107295,65615,46735,20185,2655,40143,13458,4174
2369:123170,119599,118403,117596,117270,116846,115834,114791,114740,112733
2373:119544,119543,117748,116140,111974,110720,106823,104638,102019,100200
2381:121286,115124,115106,107720,98986,97938,92761,77419,74360,70359
2382:26335,123088,121282,116811,114792,112860,112519,109795,104268,102326
2384:68261,62656,60986,52673,14912,56229,51661,40326,28231,25053
2385:11699,123327,123254,123127,122826,122802,122177,121732,121286,121098
2392:122935,121335,121217,120804,118845,117999,117948,117660,116139,115387
2393:122177,118973,115170,114993,110653,109168,106688,100163,99268,96959
2394:92905,58345,102432,122457,121898,112968,112262,106448,100019,85755
2395:17,10,18,3,11,7,123321,123310,122957,121637
2399:98,68,35,19,129,122004,116890,108395,100482,77881
2405:18,17,10,89424,7,35,11,119447,119173,114267
2407:114955,101945,79757,65568,18287,1649,40786,13051,123250,120894
2408:58419,197,123115,123050,122637,122614,122490,122111,121997,121573
2419:122128,71231,45042,42199,13874,42594,9249,44167,7350,123315
2429:122457,121898,112262,106448,104468,102432,92905,91694,85755,84711
2447:70019,68323,65615,37952,19654,16480,13458,9480,123327,123321
2452:67,68,98,225,316,156,274,24,169,301
2453:10,11,18,17,3,14,7,8,15,6
2454:101655,72914,62668,35,19,98,68,35993,31251,26923
2456:123327,123218,122826,122802,122656,122420,121749,121732,121286,121098
2461:9525,1548,18505,8868,13150,3304,10066,1382,6091,64312
2464:56978,120754,120142,119777,116402,114533,108747,105708,105204,104288
2465:112485,102132,80755,122829,122630,122595,120694,117607,110083,109617
2469:112924,103247,97665,88926,80201,72939,65264,57074,106453,99533
2489:64798,110844,110250,81258,78781,67480,2632,54531,38803,36067
2491:2319,80,68,131,103,34,98,27,24,71
2499:95770,109836,27738,113414,96486,90326,100020,98406,84466,84408
2500:112291,103791,118590,116524,112009,106342,104576,102082,96081,95137
2501:120987,118047,116700,109171,100534,97854,94244,89184,88707,87672
2505:117613,74840,66556,123330,123218,122420,119298,118911,118683,116389
2510:122306,121244,108904,108296,98681,93386,87193,85403,80321,79435
2515:94761,244,9,122082,121546,120881,106282,101257,99492,96213
2518:58808,58597,122483,121079,116853,116251,112806,111172,98890,98327
2520:112646,99688,91943,88570,85727,85488,84453,83157,81674,76888
2521:52270,82519,79942,122173,121136,120269,117808,113391,105050,104058
2524:120943,120157,118310,118266,118063,117982,117003,115221,114490,114210
2536:18,17,10,7,11,121732,98306,57858,56828,35
2541:120671,92982,63416,123200,122599,122361,122082,122019,121607,121546
2547:27535,101257,73344,123078,122082,121703,121546,120974,120881,120796
2553:81086,3509,1091,2719,1470,3912,822,122207,77721,75486
2558:9247,12254,74498,1758,1296,11626,13194,18867,6849,4792
2560:121551,116920,111422,109954,102226,100112,78743,77980,74129,73575
2563:10,18,11,7,3,14,122656,110637,99074,94024
2573:106655,18,10,7,11,122328,121657,121451,120649,119286
2591:120108,117330,73673,72865,58832,57671,54412,51146,48037,99000
2596:100468,67110,64982,121995,120646,118406,116702,113577,113367,112361
2597:122137,121365,120563,119532,117161,116336,115631,115625,114937,112791
2601:109677,58992,121904,110156,102449,94724,88227,66128,64018,59613
2604:107658,102459,82277,72429,71995,66986,57518,8167,123260,122961
2611:123016,119991,57718,68,102347,89171,83872,81269,78701,10
2612:10,18,17,7,11,3,14,35,19,15
2615:66556,10,123218,122420,119298,118911,118683,117613,116389,116065
2625:99182,95000,122369,122213,120247,119442,118188,115736,114315,112462
2626:122002,70019,63718,10,121857,121366,121286,121216,120468,120294
2634:77334,108869,72608,69473,86978,100287,61090,25082,83929,71850
2636:120269,119129,114266,104291,98827,86680,79913,78288,75086,70019
2639:34116,120932,116299,115882,108436,106680,105399,104725,101502,96132
2650:88022,114727,121784,119401,115556,115359,113945,112465,110812,104210
2661:2470,10,18,17,117030,116058,116048,114839,112286,111580
2663:123084,122078,121268,120818,119174,118104,117877,115557,114756,114615
2666:56941,120290,107281,106654,104155,102236,100939,99822,98252,97848
2676:5420,24698,179,8213,11524,1102,1567,289,322,3244
2689:94553,123228,121145,120162,119139,118580,118564,116722,116289,116094
2693:122070,120856,118863,117113,116568,113947,112694,108636,106857,105905
2708:10,18,17,11,35,19,3,14,84326,8
2709:10,96976,18,17,11,109949,94217,66969,7,3
2713:122768,121164,120805,119663,119363,117807,117486,116854,115377,114918
2715:129,69896,83191,71551,65971,62551,59079,78,48356,45
2716:115880,103914,99401,96532,82330,76547,56430,34128,24589,21085
2727:70019,121286,115124,115106,107720,98986,97938,92761,77419,70359
2730:18,17,10,7,35,19,11,14,3,8
2731:120875,117678,117645,117238,113495,111754,106027,92807,90689,89825
2734:122656,121749,120560,120085,119683,116048,111796,108599,103069,71559
2735:108950,70357,61569,117069,91827,82511,59866,113702,113877,111103
2737:121021,118173,114660,114209,113757,111292,109480,109286,107139,106988
2745:90779,118542,110569,110100,107085,105128,98409,98392,95784,87629
2746:122107,119767,115459,102909,98076,89639,89603,76247,67880,60795
2748:113729,244,9,45,98,154,129,338,299,4
2756:121461,116428,98785,92008,90425,78601,70703,68280,57357,122629
2760:79942,70019,18,10,7,3,50037,20440,35,19
2776:87246,8178,839,67,621,68,738,762,98,541
2799:119108,115831,113677,112124,110635,107188,106519,104966,104481,100758
2802:2594,123115,123050,122637,122614,122490,122111,121997,121573,121344
2803:35,19,2595,18,17,7,10,11,3,14
2804:92287,84136,47191,42881,35788,123265,122647,122518,122515,121139
2805:10,11,18,17,3,14,7,8,15,6
2812:69666,123321,123310,122957,121637,119965,118657,117402,116217,115954
2815:41543,30976,28387,102504,95211,90280,72499,62664,57634,12136
2827:100468,67110,64982,33499,43808,17390,30074,13510,19691,8964
2831:96998,70019,121286,115124,115106,107720,98986,97938,92761,80239
2846:122266,117718,104738,85418,73414,72289,70380,59149,120302,119563
2848:122911,118674,114962,108825,97468,93114,87441,81105,78378,77846
2853:86461,34823,18850,35,19,129,27,78,45,44
2854:68261,62656,60986,35144,56229,52673,51661,44301,40326,28231
2857:57431,113793,107875,104832,102445,122823,122204,122189,118616,113277
2858:121172,118397,118269,117870,116497,115953,114230,109469,109221,108845
2861:84603,76253,68210,100504,84394,120785,117800,103806,94985,93919
2871:112270,110418,78569,70375,61052,24273,118566,101736,100834,83426
2907:70019,121286,115124,115106,107720,98986,97938,92761,77419,70359
2912:107561,99822,90488,89484,81437,79743,75313,71963,71375,66608
